Uniform distribution
Round took 0.006504173
Round took 0.005427327
Round took 0.005031863
Round took 0.007406633
Round took 0.008166657
Round took 0.006946545
Round took 0.013856265
Round took 0.012718907
Round took 0.010653656
Round took 0.012859511
Round took 0.015938934
Round took 0.016015043
Round took 0.010685578
Round took 0.015947666
Round took 0.013607903
Round took 0.00928482
Round took 0.011518686
Round took 0.011870756
Round took 0.015314646
Round took 0.008296333
Round took 0.016710689
Round took 0.014737797
Round took 0.015815277
Round took 0.013379689
Round took 0.013011096
Round took 0.009429493
Round took 0.014684635
Round took 0.019522727
Round took 0.010916791
Round took 0.020967548
Round took 0.013894502
Round took 0.014545135
Round took 0.015802857
Round took 0.008938486
Round took 0.013424202
Round took 0.019289366
Round took 0.016006397
Round took 0.015372148
Round took 0.017018567
Round took 0.017621206
Round took 0.017876606
Round took 0.015038926
Round took 0.017200621
Round took 0.014864996
Round took 0.015678854
Round took 0.02144255
Round took 0.012768903
Round took 0.016334297
Round took 0.019472879
Round took 0.018296732
Round took 0.016787539
Round took 0.017469029
Round took 0.014788645
Round took 0.018526313
Round took 0.016121747
Round took 0.016235802
Round took 0.023820909
Round took 0.018374536
Round took 0.020247466
Round took 0.016500272
Round took 0.017856158
Round took 0.016487298
Round took 0.018268979
Round took 0.01583079
Round took 0.01651884
Round took 0.019383262
Round took 0.017729443
Round took 0.01415014
Round took 0.016147359
Round took 0.013171735
Round took 0.018579503
Round took 0.024983146
Round took 0.016799908
Round took 0.019104622
Round took 0.013205727
Round took 0.020350799
Round took 0.013296137
Round took 0.028814933
Round took 0.012038924
Round took 0.017318933
Round took 0.016573371
Round took 0.017462926
Round took 0.015184053
Round took 0.018642868
Round took 0.018259058
Round took 0.01880524
Round took 0.013265035
Round took 0.019393319
Round took 0.01601635
Round took 0.015826316
Round took 0.017010839
Round took 0.021882124
Round took 0.009371784
Round took 0.014412939
Round took 0.018651814
Round took 0.017849778
Round took 0.013586015
Round took 0.017296492
Round took 0.016084752
Round took 0.013181226
Round took 0.015909919
Round took 0.014783823
Round took 0.016083992
Round took 0.016167837
Round took 0.011979159
Round took 0.021423532
Round took 0.016430711
Round took 0.017462652
Round took 0.012264499
Round took 0.031322684
Round took 0.02008717
Round took 0.018996454
Round took 0.01620594
Round took 0.015614139
Round took 0.016390781
Round took 0.016102519
Round took 0.021467983
Round took 0.017396452
Round took 0.014748081
Round took 0.018508379
Round took 0.014328017
Round took 0.019345126
Round took 0.018530045
Round took 0.01639071
Round took 0.016939234
Round took 0.01569971
Round took 0.015410014
Round took 0.016918134
Round took 0.01738931
Round took 0.019938975
Round took 0.018169274
Round took 0.022613492
