Uniform distribution
Round took 0.002134453
Round took 0.001440881
Round took 0.002095389
Round took 0.001153296
Round took 0.002631551
Round took 0.00198692
Round took 0.005555827
Round took 0.001139129
Round took 0.001618712
Round took 0.001796199
Round took 0.00378923
Round took 0.001364554
Round took 0.00158954
Round took 0.004607129
Round took 0.001245646
Round took 0.002128816
Round took 0.001784883
Round took 0.003938481
Round took 0.001455155
Round took 0.006968127
Round took 0.005637009
Round took 0.001621061
Round took 0.001409022
Round took 0.003021739
Round took 0.001495982
Round took 0.00191439
Round took 0.001189624
Round took 0.001258214
Round took 0.001274197
Round took 0.001475766
Round took 0.001970775
Round took 0.00675703
Round took 0.001682614
Round took 0.001506485
Round took 0.001895404
Round took 0.001495785
Round took 0.002229914
Round took 0.002141144
Round took 0.002309982
Round took 0.003174342
Round took 0.001909619
Round took 0.005202235
Round took 0.004991994
Round took 0.003043031
Round took 0.002691307
Round took 0.005752213
Round took 0.003770231
Round took 0.002470837
Round took 0.004935761
Round took 0.002458776
Round took 0.003502985
Round took 0.008798285
Round took 0.002705369
Round took 0.005431124
Round took 0.01063164
Round took 0.005206345
Round took 0.006923314
Round took 0.004132325
Round took 0.011184267
Round took 0.006127445
Round took 0.005734276
Round took 0.004305834
Round took 0.003612269
Round took 0.004670324
Round took 0.004439832
Round took 0.003346386
Round took 0.004122921
Round took 0.004725735
Round took 0.005218454
Round took 0.005782368
Round took 0.004975243
Round took 0.003904565
Round took 0.003949242
Round took 0.004594633
Round took 0.003655242
Round took 0.003860064
Round took 0.005325633
Round took 0.003535514
Round took 0.003903025
Round took 0.003701995
Round took 0.005514312
Round took 0.003342532
Round took 0.003851344
Round took 0.004031017
Round took 0.005115095
Round took 0.004211567
Round took 0.003942754
Round took 0.004177547
Round took 0.005074465
Round took 0.003647326
Round took 0.003989011
Round took 0.005768222
Round took 0.002516497
Round took 0.005695272
Round took 0.003742765
Round took 0.004638411
Round took 0.004166972
Round took 0.004378107
Round took 0.004994011
Round took 0.003641469
Round took 0.00479982
Round took 0.003090519
Round took 0.004262724
Round took 0.004979672
Round took 0.003639835
Round took 0.005419129
Round took 0.004769311
Round took 0.00449403
Round took 0.004498216
Round took 0.003590489
Round took 0.004393583
Round took 0.004851581
Round took 0.005744037
Round took 0.003589432
Round took 0.004651808
Round took 0.003327674
Round took 0.002938906
Round took 0.004590959
Round took 0.005734438
Round took 0.00375454
Round took 0.004062355
Round took 0.005674527
Round took 0.005237984
Round took 0.004506273
Round took 0.00479944
Round took 0.00383267
Round took 0.003936236
Round took 0.003680047
Round took 0.003473905
Round took 0.003502038
Round took 0.003524621
Round took 0.003971305
Round took 0.004273693
Round took 0.005924862
Round took 0.003738356
Round took 0.005049768
Round took 0.00424885
Round took 0.004812538
Round took 0.004236319
Round took 0.004420342
Round took 0.004806851
Round took 0.003407442
Round took 0.00457619
Round took 0.00553612
Round took 0.005344123
Round took 0.004748364
Round took 0.005445802
Round took 0.005687608
Round took 0.005667577
Round took 0.004617304
Round took 0.004344029
Round took 0.00487981
Round took 0.006433554
Round took 0.002548127
Round took 0.006465326
Round took 0.00407115
Round took 0.004289383
Round took 0.004627446
Round took 0.002968599
Round took 0.003652608
Round took 0.003083428
Round took 0.004274208
