Uniform distribution
Round took 0.052812402
Round took 0.023089748
Round took 0.010235338
Round took 0.006229634
Round took 0.007303807
Round took 0.022419995
Round took 0.024174431
Round took 0.025864561
Round took 0.019771795
Round took 0.032686546
Round took 0.010566426
Round took 0.027252704
Round took 0.019063967
Round took 0.019584033
Round took 0.022970014
Round took 0.019503962
Round took 0.016456846
Round took 0.016488135
Round took 0.021635429
Round took 0.022763563
Round took 0.017847458
Round took 0.024448332
Round took 0.019192874
Round took 0.021107245
Round took 0.018418024
Round took 0.018426926
Round took 0.020007712
Round took 0.018710428
Round took 0.021025752
Round took 0.02227895
Round took 0.022937942
Round took 0.016932741
Round took 0.018532947
Round took 0.019671721
Round took 0.023592219
Round took 0.025562132
Round took 0.022516076
Round took 0.029689003
Round took 0.048615915
Round took 0.022011324
Round took 0.024198544
Round took 0.017470982
Round took 0.032147694
Round took 0.016981911
Round took 0.009250971
Round took 0.013012839
Round took 0.018848672
Round took 0.036518132
Round took 0.032243971
Round took 0.035847139
Round took 0.013162849
Round took 0.011121827
Round took 0.013872992
Round took 0.013802207
Round took 0.011885352
Round took 0.009944691
Round took 0.013196658
Round took 0.00954611
Round took 0.004010913
Round took 0.009209995
Round took 0.017426294
Round took 0.013776067
Round took 0.014241003
Round took 0.018223221
Round took 0.065987408
Round took 0.004357968
Round took 0.022703653
Round took 0.021576002
Round took 0.021327718
Round took 0.028660198
Round took 0.020825693
Round took 0.003339892
Round took 0.004744799
Round took 0.004673928
Round took 0.005316451
Round took 0.004882148
Round took 0.019722259
Round took 0.038403289
Round took 0.020686358
Round took 0.021283825
Round took 0.02147437
Round took 0.024103394
Round took 0.019844021
Round took 0.021201404
Round took 0.02136424
Round took 0.02544942
Round took 0.028786701
Round took 0.022160706
Round took 0.022531708
Round took 0.032880513
Round took 0.024238296
Round took 0.028223653
Round took 0.030146219
Round took 0.042352515
Round took 0.032809626
Round took 0.003711183
Round took 0.010582925
Round took 0.010611909
Round took 0.010998694
Round took 0.016404819
Round took 0.021323731
Round took 0.024049398
Round took 0.012449562
Round took 0.014567468
Round took 0.015558865
Round took 0.018454521
Round took 0.014944119
Round took 0.01194347
Round took 0.017721351
Round took 0.010849975
Round took 0.007381169
Round took 0.013725563
Round took 0.007713225
Round took 0.026059742
Round took 0.007561936
Round took 0.012668642
Round took 0.01490666
Round took 0.013522336
Round took 0.009746384
Round took 0.015629418
Round took 0.010432648
Round took 0.004956105
Round took 0.019493672
Round took 0.015440856
Round took 0.009094195
Round took 0.019445481
Round took 0.011530188
Round took 0.011051095
Round took 0.01704232
Round took 0.011795278
Round took 0.013101506
Round took 0.003349723
Round took 0.004870012
Round took 0.00459563
Round took 0.004954391
Round took 0.013056952
Round took 0.00962224
Round took 0.011314984
Round took 0.009949586
Round took 0.017040315
Round took 0.023150568
Round took 0.005310903
Round took 0.020204348
Round took 0.023657467
Round took 0.028999355
Round took 0.027821523
Round took 0.060535466
Round took 0.028322613
Round took 0.031593197
Round took 0.026228224
Round took 0.024832554
Round took 0.02163416
Round took 0.023161027
Round took 0.033220771
Round took 0.027078028
Round took 0.036185169
Round took 0.02821738
Round took 0.027683024
Round took 0.043160388
Round took 0.021559631
Round took 0.025807742
Round took 0.034221834
Round took 0.022816639
Round took 0.037778163
Round took 0.029643208
Round took 0.042978177
Round took 0.015320694
Round took 0.017045936
Round took 0.014047467
Round took 0.006810334
Round took 0.020099759
Round took 0.030920951
Round took 0.028884199
Round took 0.007592876
Round took 0.015014941
Round took 0.01358995
Round took 0.016984788
Round took 0.022372598
Round took 0.014847106
Round took 0.013397227
Round took 0.008392427
Round took 0.01759977
Round took 0.013153093
Round took 0.018106522
Round took 0.012754473
Round took 0.005360649
Round took 0.003566755
Round took 0.007579113
Round took 0.009526042
Round took 0.01209374
Round took 0.015827398
Round took 0.033235841
Round took 0.008673105
Round took 0.009807428
Round took 0.009534159
Round took 0.004217297
Round took 0.020491858
Round took 0.024114122
Round took 0.022752435
Round took 0.032779934
Round took 0.038815975
Round took 0.03123959
Round took 0.028673638
Round took 0.028191628
Round took 0.015388883
Round took 0.026773686
Round took 0.027114728
Round took 0.022773794
Round took 0.023368628
Round took 0.029545825
Round took 0.007960392
Round took 0.021218834
Round took 0.023190379
Round took 0.020011555
Round took 0.031724973
Round took 0.024792698
Round took 0.024071283
Round took 0.035823228
Round took 0.05013103
Round took 0.025536231
Round took 0.03759094
Round took 0.035231684
Round took 0.032935217
Round took 0.035633719
Round took 0.029770971
Round took 0.025229921
Round took 0.026998118
Round took 0.019985978
Round took 0.026743433
