Uniform distribution
Round took 0.003199647
Round took 0.136584549
Round took 0.112866269
Round took 0.08800777
Round took 0.070829164
Round took 0.041844627
Round took 0.026560195
Round took 0.071088803
Round took 0.160901358
Round took 0.223577273
Round took 0.245738061
Round took 0.144616832
Round took 0.046075237
Round took 0.079381507
Round took 0.051264051
Round took 0.178890359
Round took 0.118148091
Round took 0.073996486
Round took 0.024022771
Round took 0.028715781
Round took 0.093946823
Round took 0.143883099
Round took 0.049207811
Round took 0.055668904
Round took 0.102461838
Round took 0.099484809
Round took 0.04345602
Round took 0.051702678
Round took 0.135374779
Round took 0.07063251
Round took 0.074600055
Round took 0.118955692
Round took 0.09040329
Round took 0.032799859
Round took 0.134082477
Round took 0.026828076
Round took 0.123441117
Round took 0.086229117
Round took 0.045246326
Round took 0.090150565
Round took 0.135875156
Round took 0.201132707
Round took 0.020881906
Round took 0.200079389
Round took 0.024018926
Round took 0.043524258
Round took 0.050892874
Round took 0.065132048
Round took 0.0576258
Round took 0.150925184
Round took 0.107454986
Round took 0.072562543
Round took 0.054924758
Round took 0.107700736
Round took 0.0039166
Round took 0.057040548
Round took 0.052095823
Round took 0.004895959
Round took 0.008434035
Round took 0.005884279
Round took 0.186235623
Round took 0.031745768
Round took 0.003509952
Round took 0.035995729
Round took 0.159894818
Round took 0.005474678
Round took 0.064374331
Round took 0.0281225
Round took 0.090904737
Round took 0.034253543
Round took 0.076030387
Round took 0.006079095
Round took 0.005647452
Round took 0.084856426
Round took 0.175937841
Round took 0.222419888
Round took 0.055172113
Round took 0.169219554
Round took 0.026575895
Round took 0.005014133
Round took 0.102498216
Round took 0.102853563
Round took 0.008179879
Round took 0.109912637
Round took 0.049065362
Round took 0.005802619
Round took 0.081155759
Round took 0.143231298
Round took 0.060679318
Round took 0.012614406
Round took 0.075140173
Round took 0.005574974
Round took 0.008595125
Round took 0.111714398
Round took 0.00853111
Round took 0.02448828
Round took 0.080123304
Round took 0.069872453
Round took 0.079711285
Round took 0.024950292
Round took 0.02765692
Round took 0.029129006
Round took 0.173571805
Round took 0.104399396
Round took 0.053803767
Round took 0.038955021
Round took 0.006130789
Round took 0.027923096
Round took 0.112287591
Round took 0.168180552
Round took 0.168260399
Round took 0.038297566
Round took 0.031927824
Round took 0.050420755
Round took 0.050296734
Round took 0.034928715
Round took 0.126019684
Round took 0.002847532
Round took 0.00939039
Round took 0.006323971
Round took 0.12816636
Round took 0.183291877
Round took 0.180567424
Round took 0.03379754
Round took 0.026499321
Round took 0.033497916
Round took 0.029703432
Round took 0.087385341
Round took 0.059449922
Round took 0.053738068
Round took 0.024925782
Round took 0.030438527
Round took 0.131719795
Round took 0.036356134
Round took 0.078609608
Round took 0.086225325
Round took 0.17250606
Round took 0.035821321
Round took 0.002876132
Round took 0.055256132
Round took 0.058576591
Round took 0.003231543
Round took 0.053797214
Round took 0.004973612
Round took 0.093545906
Round took 0.150159348
Round took 0.007303634
Round took 0.028841102
Round took 0.036744612
Round took 0.005129603
Round took 0.053462161
Round took 0.008422863
Round took 0.029820417
Round took 0.057862792
Round took 0.081905974
Round took 0.07469102
Round took 0.168311492
Round took 0.006159884
Round took 0.034968223
Round took 0.090665059
Round took 0.05100045
Round took 0.053474256
Round took 0.004817574
Round took 0.29584576
Round took 0.123064398
Round took 0.027749875
Round took 0.055746821
Round took 0.031022696
Round took 0.034645317
Round took 0.052439236
Round took 0.032810813
Round took 0.031265218
Round took 0.057499182
Round took 0.130567723
Round took 0.142621234
Round took 0.004230754
Round took 0.031030857
Round took 0.004410663
Round took 0.031110732
Round took 0.032862057
Round took 0.034553009
Round took 0.057889389
Round took 0.116489135
Round took 0.187919744
Round took 0.03819153
Round took 0.029525487
Round took 0.134950977
Round took 0.007862695
Round took 0.031467259
Round took 0.057919613
Round took 0.08275146
Round took 0.071685387
Round took 0.00968779
Round took 0.028468619
Round took 0.030817722
Round took 0.0689567
Round took 0.111345386
Round took 0.007337165
Round took 0.135087326
Round took 0.069355003
Round took 0.031659482
Round took 0.031870219
Round took 0.110523651
Round took 0.115554532
Round took 0.03152273
Round took 0.056068041
Round took 0.006801133
Round took 0.055816152
Round took 0.143452367
Round took 0.078324853
Round took 0.084101106
Round took 0.076269446
Round took 0.146934811
Round took 0.091344104
Round took 0.06878971
Round took 0.034670816
Round took 0.035830156
Round took 0.008568063
Round took 0.002420154
Round took 0.006287259
Round took 0.060113857
Round took 0.032035939
Round took 0.061029747
Round took 0.00572003
Round took 0.032305926
Round took 0.033010628
Round took 0.007800301
Round took 0.005854621
Round took 0.031648039
Round took 0.005491327
Round took 0.032091839
Round took 0.032663842
Round took 0.007075253
Round took 0.050699613
Round took 0.031209303
Round took 0.030440146
Round took 0.030363871
Round took 0.028973369
Round took 0.006413674
Round took 0.048997273
Round took 0.099457246
Round took 0.054285419
Round took 0.043503299
Round took 0.003822999
Round took 0.082239484
Round took 0.006238494
Round took 0.060213432
Round took 0.029453365
Round took 0.049188401
Round took 0.055820234
Round took 0.14832285
Round took 0.207838206
Round took 0.027148083
Round took 0.03428244
Round took 0.023967511
Round took 0.003561246
Round took 0.028828601
Round took 0.002792411
Round took 0.028993258
Round took 0.133792118
Round took 0.066117051
Round took 0.054300189
Round took 0.094725542
Round took 0.068402881
Round took 0.044223805
Round took 0.082727331
Round took 0.185215312
Round took 0.032036904
Round took 0.031268187
Round took 0.029871537
Round took 0.086463823
Round took 0.052129502
Round took 0.00412676
Round took 0.058942488
Round took 0.084077916
Round took 0.028680373
Round took 0.037726854
Round took 0.003264666
Round took 0.011870325
Round took 0.098285327
Round took 0.006131388
Round took 0.070656977
Round took 0.129861086
Round took 0.071682076
Round took 0.049190039
Round took 0.028410121
Round took 0.02318315
Round took 0.175155976
Round took 0.091740512
