Uniform distribution
Round took 0.011507917
Round took 0.011636644
Round took 0.008322663
Round took 0.008462967
Round took 0.005776045
Round took 0.012804628
Round took 0.007196832
Round took 0.007854014
Round took 0.008788538
Round took 0.008570921
Round took 0.018512453
Round took 0.007145711
Round took 0.008334949
Round took 0.008723809
Round took 0.005836601
Round took 0.00823138
Round took 0.007502351
Round took 0.008164756
Round took 0.019209196
Round took 0.011720201
Round took 0.01138745
Round took 0.00702506
Round took 0.008356166
Round took 0.018648797
Round took 0.010336111
Round took 0.029855989
Round took 0.007129769
Round took 0.010960702
Round took 0.027409587
Round took 0.011014252
Round took 0.018474896
Round took 0.014552676
Round took 0.013610702
Round took 0.010351135
Round took 0.00727143
Round took 0.007914982
Round took 0.012036846
Round took 0.010275957
Round took 0.010857362
Round took 0.012126021
Round took 0.016155136
Round took 0.016775928
Round took 0.010588832
Round took 0.01326687
Round took 0.011818051
Round took 0.016463975
Round took 0.015233385
Round took 0.025123162
Round took 0.01390129
Round took 0.013204742
Round took 0.008116754
Round took 0.012124445
Round took 0.015908435
Round took 0.017785591
Round took 0.020705966
Round took 0.016157709
Round took 0.022726837
Round took 0.028727719
Round took 0.009648516
Round took 0.017543657
Round took 0.015518439
Round took 0.025427652
Round took 0.020720913
Round took 0.013267124
Round took 0.016476122
Round took 0.017530227
Round took 0.021082035
Round took 0.017907792
Round took 0.020959445
Round took 0.019552261
Round took 0.02024602
Round took 0.021519315
Round took 0.017030053
Round took 0.016901866
Round took 0.015578412
Round took 0.025126951
Round took 0.018711055
Round took 0.013053929
Round took 0.019642189
Round took 0.033172527
Round took 0.012730928
Round took 0.015531399
Round took 0.018045517
Round took 0.015283769
Round took 0.020365552
Round took 0.018445731
Round took 0.016456088
Round took 0.021313901
Round took 0.017684572
Round took 0.017997414
Round took 0.020499279
Round took 0.016689431
Round took 0.016138426
Round took 0.019248395
Round took 0.017510422
Round took 0.017582999
Round took 0.019039624
Round took 0.018851943
Round took 0.014386458
Round took 0.016447862
Round took 0.021108827
Round took 0.019881406
Round took 0.02011374
Round took 0.017635382
Round took 0.01658423
Round took 0.017109011
Round took 0.015630025
Round took 0.027954061
Round took 0.011705778
Round took 0.015319657
Round took 0.019934758
Round took 0.024279989
Round took 0.01444088
Round took 0.017005702
Round took 0.018159242
Round took 0.018035504
Round took 0.020643949
Round took 0.019820532
Round took 0.019203875
Round took 0.019717377
Round took 0.016941931
Round took 0.019511967
Round took 0.012759637
Round took 0.024012414
Round took 0.016873044
Round took 0.017454298
Round took 0.018804526
Round took 0.018014136
Round took 0.014992785
Round took 0.019246433
Round took 0.017315968
Round took 0.018851641
Round took 0.019082389
Round took 0.018044626
Round took 0.015816935
Round took 0.02050933
Round took 0.021289234
Round took 0.021712405
Round took 0.014470711
Round took 0.015525393
Round took 0.01560284
Round took 0.018785135
Round took 0.018820693
Round took 0.018570068
Round took 0.020139468
Round took 0.016964326
Round took 0.017254781
Round took 0.021288254
Round took 0.014487121
Round took 0.017832502
Round took 0.012325392
Round took 0.016843434
Round took 0.015548135
Round took 0.017894529
Round took 0.016655319
Round took 0.02384579
Round took 0.01778095
Round took 0.037410716
Round took 0.02106301
Round took 0.02280644
Round took 0.013639276
Round took 0.012125918
Round took 0.022437438
Round took 0.011197064
Round took 0.014660915
Round took 0.015074321
Round took 0.01576356
Round took 0.01692755
Round took 0.018103081
Round took 0.01532133
Round took 0.017489187
Round took 0.017549355
Round took 0.017176081
Round took 0.019280836
Round took 0.017980715
Round took 0.019458682
Round took 0.018668792
Round took 0.016614792
Round took 0.018693212
Round took 0.016749993
Round took 0.016159821
Round took 0.017474118
Round took 0.016586087
Round took 0.018552596
Round took 0.018205715
Round took 0.024885749
Round took 0.021713985
Round took 0.020067356
Round took 0.020671242
Round took 0.021850176
Round took 0.026370032
Round took 0.021482456
Round took 0.020854877
Round took 0.02272023
Round took 0.021158682
Round took 0.021419247
Round took 0.018833474
Round took 0.020130086
Round took 0.019032211
Round took 0.01812632
Round took 0.022487847
Round took 0.01776439
Round took 0.018135534
Round took 0.018303542
Round took 0.017831184
Round took 0.019875444
Round took 0.016472412
Round took 0.017284599
Round took 0.017833615
Round took 0.020348974
Round took 0.017428861
Round took 0.023170671
Round took 0.021284668
Round took 0.014677777
Round took 0.017669608
Round took 0.018734526
Round took 0.01522335
Round took 0.020310194
Round took 0.020129799
Round took 0.014845426
Round took 0.016418533
Round took 0.025092274
Round took 0.016629784
Round took 0.014519408
Round took 0.015550451
Round took 0.016728542
Round took 0.025422489
Round took 0.020698721
Round took 0.018532332
Round took 0.015924452
Round took 0.023287124
Round took 0.013279031
Round took 0.019468657
Round took 0.019682342
Round took 0.02416883
Round took 0.020374709
Round took 0.020402287
Round took 0.017898909
Round took 0.019001663
Round took 0.017800837
Round took 0.01730857
Round took 0.030706513
Round took 0.018227649
Round took 0.018812127
Round took 0.01894649
Round took 0.016765077
Round took 0.019117872
Round took 0.0179144
Round took 0.020908612
Round took 0.018707386
Round took 0.019952447
Round took 0.015996016
Round took 0.016012373
Round took 0.02021217
Round took 0.019473458
Round took 0.017011134
Round took 0.021321178
Round took 0.018669329
Round took 0.020100196
Round took 0.017934232
Round took 0.017469267
Round took 0.017208842
Round took 0.01777287
Round took 0.017690858
Round took 0.01770099
Round took 0.01691204
Round took 0.015665931
Round took 0.016964875
Round took 0.018442627
Round took 0.015775495
Round took 0.014094053
Round took 0.016983214
Round took 0.019495906
Round took 0.020005574
Round took 0.015208379
Round took 0.016736529
Round took 0.017294519
Round took 0.016254068
Round took 0.017849202
Round took 0.019780947
Round took 0.018700419
Round took 0.019905369
Round took 0.016861661
Round took 0.016440182
Round took 0.022954177
Round took 0.01452961
Round took 0.018549123
Round took 0.014295629
Round took 0.01629029
Round took 0.018033075
Round took 0.018271404
Round took 0.021235617
Round took 0.023129375
Round took 0.012171383
Round took 0.017887093
Round took 0.016243676
Round took 0.014233089
Round took 0.015969798
Round took 0.014857422
Round took 0.02075404
Round took 0.016546186
Round took 0.017406797
Round took 0.018612233
Round took 0.014302514
Round took 0.013899074
Round took 0.017570553
Round took 0.018549296
Round took 0.01390172
Round took 0.013529077
Round took 0.0145686
Round took 0.016061393
Round took 0.016577648
Round took 0.014529527
Round took 0.015621537
Round took 0.018964093
Round took 0.019841777
Round took 0.016721013
Round took 0.014658081
Round took 0.01829558
Round took 0.021464295
Round took 0.016059805
Round took 0.01764424
Round took 0.019574851
Round took 0.014619085
Round took 0.0149097
Round took 0.016698663
Round took 0.014807494
Round took 0.016757909
Round took 0.016008529
Round took 0.014461241
Round took 0.014903646
Round took 0.01793332
Round took 0.015829566
Round took 0.014683429
Round took 0.016125772
Round took 0.015082965
Round took 0.015047951
Round took 0.015684097
Round took 0.015419983
Round took 0.018357892
Round took 0.016889822
Round took 0.017488905
Round took 0.014555201
Round took 0.017655011
Round took 0.016981679
Round took 0.012207717
Round took 0.023246422
Round took 0.015868159
Round took 0.016927363
Round took 0.025024351
Round took 0.009163074
Round took 0.0166948
Round took 0.011338173
Round took 0.018175915
Round took 0.015711067
Round took 0.015585663
Round took 0.018911559
Round took 0.017986131
Round took 0.017891194
Round took 0.019590383
Round took 0.017144529
Round took 0.015146753
Round took 0.020420126
Round took 0.018933097
Round took 0.013081462
Round took 0.014577266
Round took 0.01967874
Round took 0.017891119
Round took 0.02385138
Round took 0.015883384
Round took 0.015714894
Round took 0.014576039
Round took 0.015032834
Round took 0.01789059
Round took 0.012363387
Round took 0.016125553
Round took 0.016313552
Round took 0.013029852
Round took 0.013484598
Round took 0.013122272
Round took 0.015684457
Round took 0.012568743
Round took 0.012766934
Round took 0.013020493
Round took 0.016845847
Round took 0.015729675
Round took 0.016369357
Round took 0.015856304
Round took 0.014717277
Round took 0.017636814
Round took 0.018067612
Round took 0.012875673
Round took 0.016653321
Round took 0.016197345
Round took 0.016317286
Round took 0.016385887
Round took 0.020060473
Round took 0.015753597
Round took 0.016211394
Round took 0.020912793
Round took 0.01831521
Round took 0.017984309
Round took 0.017689563
Round took 0.019692111
Round took 0.022775108
Round took 0.013577136
Round took 0.017225686
Round took 0.01815624
Round took 0.017920968
Round took 0.017924425
Round took 0.015984827
Round took 0.018461772
Round took 0.019679236
Round took 0.017212984
Round took 0.016556433
Round took 0.018024085
Round took 0.011526089
Round took 0.018039664
Round took 0.017736278
Round took 0.016081962
Round took 0.017313813
Round took 0.018123866
Round took 0.017113438
Round took 0.019566526
Round took 0.016097332
Round took 0.019772914
Round took 0.019843077
Round took 0.013750183
Round took 0.017269193
Round took 0.019979582
Round took 0.017774792
Round took 0.017495395
Round took 0.019444339
Round took 0.028791916
Round took 0.01348143
Round took 0.013095838
Round took 0.01727497
Round took 0.016861431
Round took 0.018425344
Round took 0.016146314
Round took 0.019298224
Round took 0.017290901
Round took 0.015012159
Round took 0.021163522
Round took 0.018672646
Round took 0.015489282
Round took 0.019037346
Round took 0.016103737
Round took 0.015433098
Round took 0.016382802
Round took 0.018496507
Round took 0.015926937
Round took 0.015764505
Round took 0.016695292
Round took 0.019976807
Round took 0.018399984
Round took 0.017894286
Round took 0.020086826
Round took 0.01697141
Round took 0.018511303
