Uniform distribution
Round took 0.06495906
Round took 0.066840989
Round took 0.06820066
Round took 0.063480575
Round took 0.072644024
Round took 0.069900571
Round took 0.060432102
Round took 0.065457933
Round took 0.241109951
Round took 0.056032112
Round took 0.073994785
Round took 0.317426957
Round took 0.082505089
Round took 0.079350859
Round took 0.055354284
Round took 0.052907238
Round took 0.067989938
Round took 0.064906628
Round took 0.060680196
Round took 0.061981487
Round took 0.306456782
Round took 0.814958332
Round took 0.063106415
Round took 0.059909535
Round took 0.063002686
Round took 0.056097048
Round took 0.054362834
Round took 0.0555138
Round took 0.058713183
Round took 0.053626556
Round took 0.053775832
Round took 0.054118298
Round took 0.057526996
Round took 0.051935577
Round took 0.311411367
Round took 0.32909077
Round took 0.083689724
Round took 0.057888592
Round took 0.095907593
Round took 0.063448015
Round took 0.058597207
Round took 0.058390721
Round took 0.063098172
Round took 0.815216244
Round took 0.817879848
Round took 0.309846272
Round took 0.05962111
Round took 0.316758069
Round took 0.064182652
Round took 0.114884794
Round took 0.052292298
Round took 0.318956388
Round took 0.052409977
Round took 0.051055562
Round took 0.052095007
Round took 0.053150094
Round took 0.074209238
Round took 0.055947862
Round took 0.071724968
Round took 0.062863594
Round took 0.053852267
Round took 0.055377925
Round took 0.068234474
Round took 0.062883396
Round took 0.069799399
Round took 0.056616902
Round took 0.057172615
Round took 0.053522062
Round took 0.061056571
Round took 0.819458467
Round took 0.058252309
Round took 0.060961613
Round took 0.056499049
Round took 0.06071088
Round took 0.062039855
Round took 0.062461893
Round took 0.068457836
Round took 0.068517352
Round took 0.326557669
Round took 0.075608189
Round took 0.067018157
Round took 0.067308774
Round took 0.073333127
Round took 0.058450342
Round took 0.065494277
Round took 0.325144501
Round took 0.06752951
Round took 0.06820302
Round took 0.066862377
Round took 0.116505787
Round took 0.325310473
Round took 0.060233922
Round took 0.057854999
Round took 0.061473235
Round took 0.080241563
Round took 0.062958476
Round took 0.181728467
Round took 0.06695285
Round took 0.065721759
Round took 0.327473098
Round took 0.064149186
Round took 0.059820711
Round took 0.074936996
Round took 0.058657288
Round took 0.065366103
Round took 0.066050861
Round took 0.062676074
Round took 0.061760734
Round took 0.066145669
Round took 0.326169455
Round took 0.054325077
Round took 0.060593313
Round took 0.061833396
Round took 0.062343892
Round took 0.06443714
Round took 0.056267094
Round took 0.058975987
Round took 0.061565899
Round took 0.061536603
Round took 0.06240274
Round took 0.06275796
Round took 0.057127732
Round took 0.325393611
Round took 0.064221087
Round took 0.056863489
Round took 0.059579036
Round took 0.059230735
Round took 0.054287251
Round took 0.05597861
Round took 0.059042035
Round took 0.055177442
Round took 0.053810969
Round took 0.051399802
Round took 0.070714141
Round took 0.067015168
Round took 0.063082112
Round took 0.057205751
Round took 0.063982004
Round took 0.313473172
Round took 0.314470419
Round took 0.124907303
Round took 0.062575154
Round took 0.057121045
Round took 0.052514058
Round took 0.054825707
Round took 0.057721782
Round took 0.311699168
Round took 0.060612154
Round took 0.051486967
Round took 0.059027731
Round took 0.060604493
Round took 0.309155161
Round took 0.054838395
Round took 0.063219595
Round took 0.066107657
Round took 0.060982714
Round took 0.06394474
Round took 0.054265951
Round took 0.061098849
Round took 0.06396837
Round took 0.06131861
Round took 0.064446395
Round took 0.061743341
Round took 0.064644189
Round took 0.385636353
Round took 0.064844186
Round took 0.062566053
Round took 0.070805853
Round took 0.05642591
Round took 0.062570305
Round took 0.062580738
Round took 0.321426935
Round took 0.063266167
Round took 0.061251279
Round took 0.227179503
Round took 0.065890801
Round took 0.062904479
Round took 0.056100485
Round took 0.059240861
Round took 0.0600556
Round took 0.056487344
Round took 0.435988145
Round took 0.332939667
Round took 0.082384229
Round took 0.060415081
Round took 0.056179441
Round took 0.061222118
Round took 0.111158767
Round took 0.064145812
Round took 0.056143412
Round took 0.060027756
Round took 0.052427368
Round took 0.055878132
Round took 0.056947682
Round took 0.057625385
Round took 0.059748967
Round took 0.061397072
Round took 0.057716296
Round took 0.37024558
Round took 0.064573331
Round took 0.062136486
Round took 0.063962535
Round took 0.119770439
Round took 0.072705973
Round took 0.083977884
Round took 0.334189377
Round took 0.064145847
Round took 0.337467443
Round took 0.061823348
Round took 0.065987802
Round took 0.328282097
Round took 0.067305561
Round took 0.072157927
Round took 0.070043077
Round took 0.067456155
Round took 0.330383429
Round took 0.060774675
Round took 0.069240863
Round took 0.068313975
Round took 0.067244657
Round took 0.07146247
Round took 0.069166632
Round took 0.063107642
Round took 0.070882508
Round took 0.069835585
Round took 0.065898757
Round took 0.082316764
Round took 0.075382671
Round took 0.076703392
Round took 0.391434442
Round took 0.077423858
Round took 0.073717473
Round took 0.075868656
Round took 0.125374809
Round took 0.074573116
Round took 0.065755316
Round took 0.077314946
Round took 0.075497618
Round took 0.124179356
Round took 0.070335265
Round took 0.071128549
Round took 0.069130286
Round took 0.070347494
Round took 1.331962995
Round took 0.0653108
Round took 0.383365917
Round took 0.056521466
Round took 0.082308164
Round took 0.069795248
Round took 0.07265965
Round took 0.069359092
Round took 0.06849697
Round took 0.079810825
Round took 0.059543428
Round took 0.062378612
Round took 0.072784307
Round took 0.066745746
Round took 0.072658218
Round took 0.072312127
Round took 0.076038919
Round took 0.07384193
Round took 0.827425771
Round took 0.069763282
Round took 0.072826541
Round took 0.074465866
Round took 0.074040524
Round took 0.100482963
Round took 0.847370411
Round took 0.073113991
Round took 0.071341997
Round took 0.066218058
Round took 0.066379259
Round took 0.072882894
Round took 0.072968358
Round took 0.076212575
Round took 0.076982559
Round took 0.08327745
Round took 0.077326114
Round took 0.068086037
Round took 0.070962487
Round took 0.069160823
Round took 0.07770333
Round took 0.350595583
Round took 0.069499298
