Uniform distribution
Round took 0.005753018
Round took 0.007175206
Round took 0.006364653
Round took 0.004660423
Round took 0.011423398
Round took 0.004114347
Round took 0.005808793
Round took 0.184294929
Round took 0.001110491
Round took 0.001061191
Round took 0.002399974
Round took 0.007627911
Round took 0.182308411
Round took 0.230342551
Round took 0.002807309
Round took 0.222303085
Round took 0.001356752
Round took 0.255737622
Round took 0.166799357
Round took 0.10667143
Round took 0.049173564
Round took 0.042374202
Round took 0.08233527
Round took 0.076971283
Round took 0.037697232
Round took 0.001240516
Round took 0.041838282
Round took 0.119276904
Round took 0.04483918
Round took 0.080287537
Round took 0.042947477
Round took 0.043440458
Round took 0.083446433
Round took 0.041601687
Round took 0.043251801
Round took 0.048584451
Round took 0.003812005
Round took 0.04687315
Round took 0.049231532
Round took 0.051845351
Round took 0.045029903
Round took 0.048563021
Round took 0.044680454
Round took 0.040127864
Round took 0.001074632
Round took 0.00424239
Round took 0.038103359
Round took 0.12980406
Round took 0.175038849
Round took 0.045461097
Round took 0.086926426
Round took 0.045259165
Round took 0.00122605
Round took 0.047282886
Round took 0.050840229
Round took 0.128854168
Round took 0.001113347
Round took 0.001625856
Round took 0.000955163
Round took 0.052746202
Round took 0.05478569
Round took 0.001295268
Round took 0.00117567
Round took 0.045156452
Round took 0.124688115
Round took 0.001417004
Round took 0.084907842
Round took 0.041862348
Round took 0.001957066
Round took 0.001324127
Round took 0.115799199
Round took 0.078266582
Round took 0.079245465
Round took 0.043193464
Round took 0.042672831
Round took 0.04333872
Round took 0.001078456
Round took 0.0513788
Round took 0.049861665
Round took 0.001004597
Round took 0.048627156
Round took 0.041798403
Round took 0.001049094
Round took 0.002440096
Round took 0.001428786
Round took 0.03904377
Round took 0.002434629
Round took 0.044822416
Round took 0.041048705
Round took 0.041643804
Round took 0.042394588
Round took 0.001253018
Round took 0.002277725
Round took 0.080593812
Round took 0.137984257
Round took 0.049250242
Round took 0.080264545
Round took 0.090168947
Round took 0.04616118
Round took 0.04821252
Round took 0.140980492
Round took 0.001628699
Round took 0.087587979
Round took 0.003583148
Round took 0.003075704
Round took 0.040969263
Round took 0.001217112
Round took 0.001384384
Round took 0.042978576
Round took 0.002349241
Round took 0.001470483
Round took 0.002678977
Round took 0.048407834
Round took 0.002046722
Round took 0.081921684
Round took 0.046188024
Round took 0.042916293
Round took 0.00152798
Round took 0.088196946
Round took 0.001177904
Round took 0.04071252
Round took 0.081435218
Round took 0.108899948
Round took 0.002395906
Round took 0.10265918
Round took 0.042666211
Round took 0.001112091
Round took 0.001203859
Round took 0.045290409
Round took 0.164790403
Round took 0.001632285
Round took 0.087954936
Round took 0.087552831
Round took 0.038813866
Round took 0.088175926
Round took 0.090736146
Round took 0.045439765
Round took 0.003508709
Round took 0.006673354
Round took 0.001231933
Round took 0.14458847
Round took 0.002005096
Round took 0.231560014
Round took 0.001353769
Round took 0.043909171
Round took 0.001064301
Round took 0.003255828
Round took 0.044253279
Round took 0.040148684
Round took 0.048351059
Round took 0.091585936
Round took 0.001899908
Round took 0.047718224
Round took 0.086743976
Round took 0.003332789
Round took 0.041777968
Round took 0.001466786
Round took 0.004869021
Round took 0.04682389
Round took 0.001055081
Round took 0.001418729
Round took 0.084751599
Round took 0.00193392
Round took 0.087216853
Round took 0.004111219
Round took 0.060212977
Round took 0.053441074
Round took 0.002139316
Round took 0.043108022
Round took 0.050409082
Round took 0.040316204
Round took 0.043430777
Round took 0.001257049
Round took 0.042287033
Round took 0.0010699
Round took 0.00433482
Round took 0.081539407
Round took 0.075144545
Round took 0.045000971
Round took 0.120044188
Round took 0.157729957
Round took 0.042749068
Round took 0.077857777
Round took 0.038913035
Round took 0.04629876
Round took 0.001223178
Round took 0.043758825
Round took 0.124327177
Round took 0.083273761
Round took 0.042834237
Round took 0.00216919
Round took 0.039812228
Round took 0.051365335
Round took 0.045106645
Round took 0.144181914
Round took 0.046781481
Round took 0.001748562
Round took 0.052766913
Round took 0.001668723
Round took 0.00332475
Round took 0.050850915
Round took 0.043872238
Round took 0.244656373
Round took 0.051658029
Round took 0.054896122
Round took 0.045431788
Round took 0.041793488
Round took 0.049152107
Round took 0.094204126
Round took 0.083075631
Round took 0.082565349
Round took 0.042301144
Round took 0.046991225
Round took 0.005760482
Round took 0.088648385
Round took 0.079751134
Round took 0.048237736
Round took 0.042629105
Round took 0.045030512
Round took 0.107859583
Round took 0.051811766
Round took 0.002822309
Round took 0.120481107
