Uniform distribution
Round took 0.052629886
Round took 0.063648252
Round took 0.073180588
Round took 0.074415383
Round took 0.05806012
Round took 0.050147232
Round took 0.073651197
Round took 0.067604323
Round took 0.045777222
Round took 0.054355474
Round took 0.053225595
Round took 0.04165968
Round took 0.056510258
Round took 0.065755902
Round took 0.04559932
Round took 0.062920578
Round took 0.059907762
Round took 0.053363124
Round took 0.066835561
Round took 0.0477275
Round took 0.055770807
Round took 0.067299387
Round took 0.095596992
Round took 0.056918237
Round took 0.132281869
Round took 0.088271459
Round took 0.060834138
Round took 0.055945774
Round took 0.059581744
Round took 0.049805657
Round took 0.083705426
Round took 0.026552147
Round took 0.043419065
Round took 0.053140237
Round took 0.042658592
Round took 0.047543651
Round took 0.052661282
Round took 0.110397159
Round took 0.054623263
Round took 0.037480776
Round took 0.061561154
Round took 0.054514092
Round took 0.041858849
Round took 0.118260639
Round took 0.110325563
Round took 0.039391346
Round took 0.086939293
Round took 0.044747515
Round took 0.053561116
Round took 0.052680736
Round took 0.04698818
Round took 0.069802277
Round took 0.066994778
Round took 0.080883938
Round took 0.061179079
Round took 0.07359178
Round took 0.058005411
Round took 0.065261004
Round took 0.071078568
Round took 0.064581338
Round took 0.074439393
Round took 0.058727803
Round took 0.07105325
Round took 0.059868698
Round took 0.076292016
Round took 0.076179061
Round took 0.057353044
Round took 0.057523778
Round took 0.059038738
Round took 0.059094122
Round took 0.089061526
Round took 0.067938322
Round took 0.069755632
Round took 0.097357959
Round took 0.056189141
Round took 0.082988495
Round took 0.173011516
Round took 0.074931266
Round took 0.066474211
Round took 0.086935922
Round took 0.081353828
Round took 0.188255167
Round took 0.041014733
Round took 0.05314167
Round took 0.053855625
Round took 0.060595139
Round took 0.05473657
Round took 0.076601977
Round took 0.088569534
Round took 0.076628461
Round took 0.066552874
Round took 0.089219386
Round took 0.07458209
Round took 0.18319209
Round took 0.088145973
Round took 0.069123534
Round took 0.077887271
Round took 0.052656545
Round took 0.068603782
Round took 0.069740256
Round took 0.063637492
Round took 0.081169453
Round took 0.067813612
Round took 0.076663138
Round took 0.08494607
Round took 0.070727448
Round took 0.339486384
Round took 0.09713523
Round took 0.086506564
Round took 0.148023801
Round took 0.097517454
Round took 0.0818032
Round took 0.824247123
Round took 0.079364976
Round took 0.06850012
Round took 0.322733295
Round took 0.0732325
Round took 0.120409257
